x,y,target_id
257.378,191.665,0
850.608,28.943,1
745.739,164.342,2
106.926,493.331,3
45.324,842.496,4
156.683,317.526,5
3.733,80.493,6
888.627,834.460,7
777.224,990.871,8
286.267,344.033,9
469.079,239.654,10
297.746,65.042,11
103.791,53.497,12
700.399,661.898,13
2.241,941.852,14
366.673,694.270,15
64.469,717.580,16
77.287,405.102,17
469.597,947.878,18
877.265,146.101,19
210.051,919.270,20
323.117,718.143,21
10.744,686.218,22
785.430,891.191,23
63.051,760.448,24
718.805,541.856,25
249.633,497.137,26
945.039,275.687,27
456.169,480.598,28
505.236,840.015,29
481.422,152.551,30
461.331,467.616,31
998.594,520.273,32
493.652,125.488,33
745.369,773.234,34
499.590,283.327,35
232.296,613.564,36
443.438,586.367,37
313.843,965.398,38
764.810,335.693,39
329.481,960.167,40
143.020,319.240,41
248.588,257.277,42
949.678,304.953,43
889.342,461.030,44
519.445,565.374,45
509.355,491.790,46
41.222,755.335,47
570.670,235.796,48
330.889,741.815,49
961.942,26.442,50
351.618,449.753,51
850.802,544.401,52
579.536,258.647,53
163.442,708.483,54
565.075,446.708,55
928.185,377.548,56
443.126,639.551,57
477.854,304.170,58
74.650,743.431,59
875.156,671.338,60
497.552,701.061,61
739.531,507.753,62
199.300,207.333,63
773.945,516.097,64
547.154,571.742,65
787.969,701.906,66
210.120,1.601,67
153.050,979.204,68
185.688,359.619,69
755.564,241.216,70
417.740,579.935,71
879.316,845.814,72
857.791,666.028,73
142.611,142.538,74
684.270,777.898,75
388.377,740.133,76
937.437,979.173,77
478.278,609.443,78
686.250,595.186,79
299.687,386.325,80
973.540,317.019,81
885.368,782.320,82
141.243,139.470,83
625.126,504.639,84
781.961,795.753,85
232.063,904.943,86
814.227,933.723,87
25.488,305.126,88
132.994,282.197,89
935.875,642.507,90
54.959,543.809,91
608.746,241.800,92
294.731,983.867,93
130.124,199.416,94
463.193,647.255,95
519.047,392.600,96
516.508,137.814,97
914.294,248.047,98
305.944,751.858,99
629.829,633.763,100
42.152,946.670,101
153.008,513.505,102
178.531,735.015,103
183.439,796.624,104
799.337,686.412,105
183.890,461.063,106
291.566,428.605,107
293.648,418.567,108
698.145,321.806,109
655.689,62.806,110
803.266,87.317,111
790.598,397.517,112
367.839,795.396,113
82.024,402.147,114
408.373,962.946,115
817.992,16.832,116
45.512,265.148,117
332.123,147.180,118
104.293,780.040,119
670.605,369.752,120
608.409,201.918,121
584.304,450.167,122
573.557,8.551,123
841.134,4.904,124
361.197,554.648,125
148.272,449.881,126
940.474,300.169,127
924.236,107.720,128
392.183,692.326,129
429.800,169.728,130
33.213,503.560,131
559.337,986.843,132
164.150,115.211,133
460.658,546.331,134
