x,y,target_id
256.457,191.674,0
850.607,29.817,1
745.739,164.343,2
106.926,494.209,3
44.390,841.849,4
157.702,317.534,5
2.669,79.558,6
888.626,833.881,7
777.219,991.942,8
287.088,345.173,9
468.016,238.984,10
297.746,65.044,11
103.789,53.500,12
701.284,661.226,13
3.322,941.857,14
367.794,695.211,15
63.580,717.582,16
77.285,404.355,17
470.721,947.884,18
876.667,146.812,19
210.806,918.314,20
323.805,718.145,21
10.742,686.220,22
785.425,890.556,23
63.050,759.677,24
718.803,542.446,25
249.632,496.050,26
944.145,274.760,27
455.471,479.488,28
505.968,839.281,29
481.421,153.368,30
461.971,466.907,31
998.593,521.052,32
493.651,125.492,33
744.555,773.236,34
500.262,283.332,35
232.292,613.571,36
443.438,587.136,37
313.840,966.323,38
763.859,335.696,39
329.479,960.178,40
143.019,319.830,41
249.683,256.449,42
950.273,304.305,43
889.341,461.033,44
519.443,564.323,45
509.351,492.690,46
40.548,755.342,47
571.390,235.803,48
330.889,741.815,49
961.942,25.446,50
351.613,449.762,51
850.057,545.098,52
578.765,258.653,53
163.435,709.076,54
566.078,445.702,55
927.367,377.549,56
442.373,639.557,57
477.854,304.172,58
74.649,742.385,59
875.153,671.343,60
496.732,701.064,61
740.176,507.760,62
199.300,207.937,63
773.941,517.104,64
547.738,570.789,65
787.106,701.912,66
210.714,2.362,67
152.297,979.992,68
185.021,358.548,69
754.694,241.217,70
417.736,578.934,71
880.312,845.821,72
856.752,666.033,73
142.610,143.606,74
683.153,778.816,75
387.794,739.506,76
937.436,979.817,77
478.276,608.518,78
686.246,595.197,79
299.687,387.268,80
974.580,318.131,81
884.453,783.415,82
140.357,139.477,83
625.125,504.646,84
782.801,796.616,85
232.063,905.553,86
813.122,933.728,87
25.485,305.837,88
133.724,283.282,89
935.874,643.605,90
55.674,544.949,91
608.746,240.935,92
294.725,982.938,93
130.124,199.421,94
462.190,646.434,95
519.046,393.207,96
515.666,137.825,97
914.966,248.053,98
307.033,751.858,99
629.829,634.500,100
42.152,946.673,101
153.890,514.371,102
178.529,735.025,103
183.439,796.627,104
799.336,687.079,105
182.954,459.971,106
292.181,429.551,107
293.648,419.514,108
698.144,321.809,109
656.260,62.811,110
803.264,86.609,111
791.493,398.144,112
367.839,795.403,113
82.646,401.292,114
408.372,962.017,115
817.991,15.713,116
46.112,265.153,117
332.122,147.186,118
103.210,778.994,119
670.605,370.793,120
609.139,200.896,121
583.530,450.965,122
573.557,7.588,123
841.134,4.907,124
360.199,555.307,125
149.014,450.662,126
940.472,300.177,127
925.222,107.114,128
392.182,691.355,129
428.753,170.780,130
33.212,503.566,131
559.337,986.081,132
163.376,116.031,133
459.992,547.291,134
81.364,946.067,135
471.924,399.786,136
342.349,665.041,137
857.824,375.776,138
189.504,829.541,139
209.290,382.653,140
191.368,844.065,141
836.195,745.932,142
146.360,130.413,143
772.304,119.160,144
894.714,104.899,145
235.191,895.401,146
840.675,224.726,147
991.907,895.902,148
899.964,285.713,149
587.012,345.385,150
659.722,552.194,151
718.526,579.158,152
144.083,160.689,153
884.254,932.408,154
884.526,462.178,155
510.700,442.922,156
638.684,696.368,157
842.308,471.153,158
525.265,355.896,159
718.746,406.908,160
419.669,427.199,161
935.892,623.260,162
737.055,811.689,163
485.942,478.411,164
252.214,571.278,165
437.365,155.673,166
400.823,928.415,167
240.478,784.886,168
173.162,755.946,169
592.997,766.045,170
487.260,579.888,171
524.304,392.854,172
603.752,427.184,173
942.372,906.743,174
147.177,727.344,175
730.073,193.443,176
73.468,239.849,177
771.048,51.379,178
191.781,207.482,179
382.824,518.530,180
194.962,50.238,181
560.696,136.325,182
487.384,607.308,183
319.199,622.847,184
741.419,819.699,185
300.951,822.300,186
667.248,277.364,187
83.379,399.464,188
448.796,944.306,189
816.106,36.037,190
497.658,789.305,191
960.156,639.093,192
973.920,448.725,193
93.987,451.932,194
550.468,718.756,195
679.685,405.033,196
949.746,735.802,197
415.203,927.947,198
897.084,640.478,199
878.197,174.315,200
558.568,389.582,201
564.529,659.033,202
432.648,934.740,203
584.457,356.556,204
676.665,777.989,205
136.945,846.417,206
786.482,66.484,207
226.039,181.367,208
158.311,558.267,209
803.823,797.984,210
393.708,991.151,211
761.031,84.487,212
508.189,79.354,213
165.359,636.129,214
282.345,389.542,215
208.609,97.556,216
954.240,956.634,217
63.750,552.524,218
966.820,260.355,219
789.011,413.737,220
265.247,569.121,221
691.581,717.261,222
507.791,793.377,223
379.757,279.054,224
978.621,123.740,225
94.138,708.070,226
230.929,795.695,227
886.854,53.177,228
267.043,801.153,229
397.649,53.903,230
552.068,69.543,231
264.661,735.463,232
21.025,206.935,233
581.208,51.111,234
883.819,358.906,235
60.461,733.180,236
212.504,719.515,237
338.530,437.702,238
874.785,797.278,239
448.034,998.910,240
885.696,842.257,241
51.196,912.761,242
95.033,428.525,243
783.575,404.840,244
804.214,603.940,245
426.000,610.027,246
348.583,68.528,247
86.256,487.106,248
398.808,911.003,249
501.489,140.277,250
735.575,815.023,251
364.604,131.341,252
101.566,635.342,253
121.286,280.962,254
207.237,374.355,255
892.043,576.211,256
899.078,447.433,257
965.572,135.597,258
417.542,992.442,259
322.104,297.723,260
990.798,336.565,261
906.480,798.547,262
677.032,871.231,263
946.723,127.166,264
312.793,575.341,265
962.125,309.523,266
646.328,417.721,267
34.754,323.039,268
4.875,136.034,269
193.243,62.822,270
499.763,627.711,271
366.134,591.632,272
964.281,251.335,273
979.001,281.711,274
756.495,663.110,275
81.604,860.724,276
20.770,719.979,277
982.343,34.199,278
635.085,69.082,279
892.614,454.415,280
481.668,262.791,281
826.835,592.987,282
902.317,477.379,283
336.639,282.976,284
805.402,317.096,285
667.618,660.235,286
321.346,901.291,287
581.178,999.000,288
601.028,838.288,289
523.391,348.109,290
800.402,935.949,291
740.724,253.332,292
88.917,457.642,293
453.159,178.517,294
318.794,341.468,295
439.906,99.481,296
392.360,462.946,297
199.547,161.749,298
519.261,657.457,299
132.082,627.153,300
262.661,325.862,301
431.948,444.733,302
178.018,201.173,303
156.252,568.130,304
230.194,859.245,305
880.319,775.105,306
831.490,76.247,307
410.970,97.487,308
277.171,100.044,309
442.153,133.074,310
185.442,596.115,311
136.056,196.046,312
806.512,922.248,313
317.042,21.573,314
622.120,649.087,315
801.158,608.770,316
508.678,591.367,317
64.249,588.824,318
307.250,475.217,319
634.050,684.800,320
877.071,832.610,321
980.934,778.015,322
477.621,459.632,323
181.399,309.728,324
921.647,432.448,325
310.897,787.064,326
526.412,281.385,327
37.775,182.132,328
491.571,417.475,329
730.438,135.416,330
607.663,979.236,331
416.061,472.926,332
826.879,855.829,333
17.604,732.831,334
654.999,923.260,335
887.690,442.356,336
175.250,918.765,337
817.416,746.654,338
773.352,21.123,339
972.660,894.286,340
940.841,713.183,341
220.475,467.282,342
590.963,851.278,343
259.992,70.563,344
799.458,913.303,345
354.708,539.364,346
651.089,981.183,347
465.912,885.515,348
794.407,431.797,349
649.876,318.561,350
148.655,367.051,351
633.367,447.663,352
672.699,355.035,353
305.798,170.407,354
531.608,777.577,355
99.047,590.573,356
955.069,918.444,357
155.363,480.521,358
650.269,771.836,359
927.745,828.575,360
465.932,671.378,361
791.807,897.954,362
408.365,553.655,363
595.825,863.860,364
783.323,664.321,365
390.646,72.676,366
764.639,512.996,367
347.304,343.215,368
507.358,216.815,369
710.328,244.727,370
546.098,962.658,371
867.721,667.115,372
122.676,304.750,373
610.753,818.783,374
38.390,374.541,375
858.523,453.652,376
71.250,489.710,377
849.211,640.916,378
590.635,377.229,379
946.068,237.586,380
42.212,395.086,381
203.765,346.438,382
303.763,476.128,383
828.483,120.112,384
116.454,40.090,385
597.728,167.622,386
216.676,721.472,387
767.932,270.773,388
213.043,505.960,389
901.659,249.304,390
151.351,64.705,391
926.613,76.730,392
320.565,515.769,393
138.470,785.643,394
289.425,891.045,395
293.357,65.169,396
749.004,6.458,397
159.022,293.647,398
351.312,913.967,399
812.583,561.284,400
306.893,550.434,401
468.197,277.740,402
527.399,104.499,403
927.715,367.224,404
394.399,973.955,405
824.960,537.063,406
843.754,332.312,407
61.781,701.888,408
427.538,991.409,409
318.204,474.041,410
58.900,702.167,411
36.983,439.350,412
786.532,313.387,413
209.534,833.154,414
999.000,498.223,415
691.394,464.595,416
188.850,478.061,417
117.337,632.784,418
290.268,539.280,419
871.889,222.335,420
953.598,112.304,421
197.130,668.168,422
613.532,159.498,423
172.662,669.089,424
155.857,100.873,425
960.835,974.523,426
807.576,269.583,427
252.654,794.208,428
281.415,253.147,429
620.788,631.788,430
345.514,469.739,431
836.591,402.960,432
316.039,714.962,433
935.875,100.618,434
40.495,281.968,435
573.850,67.014,436
639.873,847.427,437
348.115,982.436,438
567.624,788.342,439
843.923,351.641,440
392.937,21.937,441
930.933,674.756,442
877.768,706.449,443
479.727,313.647,444
628.647,104.092,445
173.245,282.606,446
835.302,725.559,447
957.294,708.625,448
155.170,217.996,449
623.762,363.538,450
133.250,780.832,451
130.236,843.959,452
819.993,836.715,453
477.242,93.780,454
139.483,209.193,455
953.058,499.218,456
534.152,490.708,457
470.345,756.702,458
50.444,226.184,459
557.780,398.156,460
257.029,77.738,461
880.558,297.770,462
547.833,766.315,463
239.669,705.797,464
250.905,166.286,465
854.203,521.281,466
708.380,157.269,467
40.464,755.224,468
77.203,635.619,469
941.151,985.043,470
401.120,59.163,471
125.566,623.595,472
777.992,303.603,473
345.938,363.968,474
212.259,608.805,475
999.000,509.722,476
986.971,99.456,477
297.746,307.331,478
261.140,929.971,479
540.471,801.172,480
898.628,789.630,481
360.611,118.344,482
561.522,666.982,483
191.767,232.985,484
976.294,414.089,485
615.905,927.237,486
457.031,231.484,487
651.994,220.881,488
166.825,173.441,489
198.146,886.090,490
557.568,50.494,491
736.151,558.674,492
214.099,919.965,493
607.365,134.319,494
157.600,326.409,495
777.974,881.679,496
796.768,853.926,497
636.196,228.774,498
427.621,215.829,499
856.528,879.370,500
608.566,719.713,501
177.026,269.470,502
564.592,41.750,503
661.503,777.079,504
253.597,66.395,505
551.247,385.695,506
435.379,82.731,507
770.915,310.803,508
494.154,66.129,509
882.334,981.903,510
405.882,924.583,511
656.831,184.054,512
141.439,712.209,513
120.357,665.737,514
528.924,542.928,515
858.508,37.345,516
606.426,744.772,517
399.370,793.781,518
372.309,710.781,519
298.972,226.953,520
204.820,196.279,521
774.247,927.059,522
835.046,110.447,523
445.215,683.783,524
130.577,991.301,525
513.515,961.802,526
300.085,271.714,527
111.670,793.340,528
91.902,647.933,529
235.857,649.621,530
647.121,207.731,531
280.580,209.614,532
861.519,401.709,533
282.472,306.243,534
524.173,837.383,535
261.779,609.346,536
807.780,927.366,537
907.304,467.944,538
445.208,340.433,539
33.651,642.710,540
957.783,197.390,541
434.533,198.297,542
305.002,303.815,543
101.241,405.669,544
825.959,549.099,545
65.301,691.566,546
86.915,871.757,547
599.429,691.317,548
479.399,956.348,549
156.862,649.595,550
269.727,805.456,551
430.814,353.076,552
353.286,26.392,553
78.472,350.790,554
552.757,744.487,555
511.275,452.174,556
341.057,238.861,557
