x,y,target_id
257.861,191.661,0
850.608,28.482,1
745.739,164.342,2
106.927,492.868,3
45.816,842.837,4
156.146,317.522,5
4.293,80.985,6
888.627,834.765,7
777.225,990.307,8
285.834,343.432,9
469.638,240.007,10
297.746,65.041,11
103.791,53.495,12
699.933,662.252,13
1.672,941.850,14
366.083,693.774,15
64.938,717.580,16
77.287,405.496,17
469.005,947.875,18
877.578,145.727,19
209.654,919.772,20
322.755,718.142,21
10.744,686.217,22
785.432,891.525,23
63.052,760.854,24
718.805,541.545,25
249.633,497.708,26
945.509,276.174,27
456.537,481.182,28
504.851,840.401,29
481.423,152.121,30
460.994,467.989,31
998.595,519.864,32
493.652,125.486,33
745.798,773.233,34
499.237,283.324,35
232.297,613.561,36
443.438,585.963,37
313.845,964.912,38
765.311,335.691,39
329.482,960.161,40
143.020,318.929,41
248.011,257.712,42
949.364,305.295,43
889.343,461.028,44
519.445,565.927,45
509.357,491.316,46
41.577,755.332,47
570.290,235.792,48
330.889,741.814,49
961.942,26.967,50
351.620,449.748,51
851.194,544.035,52
579.942,258.644,53
163.444,708.171,54
564.546,447.237,55
928.615,377.547,56
443.522,639.548,57
477.854,304.169,58
74.651,743.981,59
875.157,671.336,60
497.983,701.060,61
739.191,507.750,62
199.300,207.015,63
773.946,515.567,64
546.846,572.243,65
788.423,701.902,66
209.807,1.201,67
153.446,978.789,68
186.039,360.182,69
756.022,241.216,70
417.741,580.462,71
878.791,845.811,72
858.338,666.025,73
142.612,141.976,74
684.858,777.414,75
388.683,740.462,76
937.438,978.834,77
478.279,609.930,78
686.252,595.179,79
299.687,385.829,80
972.992,316.433,81
885.849,781.743,82
141.709,139.467,83
625.126,504.635,84
781.519,795.299,85
232.063,904.622,86
814.808,933.721,87
25.488,304.751,88
132.609,281.625,89
935.875,641.929,90
54.582,543.209,91
608.746,242.255,92
294.734,984.356,93
130.124,199.414,94
463.720,647.687,95
519.047,392.281,96
516.951,137.809,97
913.940,248.044,98
305.370,751.857,99
629.829,633.376,100
42.152,946.669,101
152.543,513.050,102
178.531,735.009,103
183.439,796.623,104
799.337,686.061,105
184.383,461.637,106
291.242,428.108,107
293.648,418.068,108
698.146,321.804,109
655.388,62.803,110
803.266,87.690,111
790.126,397.187,112
367.839,795.393,113
81.697,402.598,114
408.374,963.435,115
817.993,17.420,116
45.196,265.146,117
332.123,147.178,118
104.862,780.591,119
670.605,369.204,120
608.025,202.455,121
584.711,449.746,122
573.557,9.058,123
841.134,4.903,124
361.722,554.301,125
147.882,449.470,126
940.475,300.166,127
923.717,108.039,128
392.184,692.837,129
430.350,169.174,130
33.214,503.557,131
559.337,987.244,132
164.558,114.779,133
461.008,545.826,134
81.364,947.485,135
471.926,399.776,136
340.868,665.029,137
859.084,375.772,138
190.699,829.531,139
209.292,381.500,140
191.371,842.772,141
836.198,745.925,142
146.363,128.917,143
772.306,120.184,144
893.293,106.342,145
234.143,896.573,146
840.676,224.720,147
993.166,894.917,148
899.017,285.704,149
588.658,345.370,150
660.673,552.193,151
718.526,580.234,152
144.994,160.683,153
882.519,933.600,154
884.526,462.167,155
512.440,441.345,156
638.686,694.647,157
842.308,469.594,158
525.265,355.888,159
718.747,408.338,160
419.674,425.891,161
934.826,623.252,162
737.059,812.615,163
485.943,480.054,164
252.217,572.306,165
438.415,154.106,166
399.241,928.405,167
240.481,786.556,168
174.501,755.938,169
591.371,766.037,170
487.266,581.436,171
525.449,391.582,172
603.752,428.534,173
944.045,906.741,174
146.148,727.338,175
728.987,193.428,176
73.472,240.703,177
771.051,52.472,178
191.781,207.475,179
382.825,519.720,180
194.968,51.902,181
560.698,134.692,182
488.944,608.317,183
318.270,623.849,184
742.496,819.691,185
