x,y,target_id
255.439,191.682,0
850.606,30.784,1
745.739,164.345,2
106.924,495.178,3
43.355,841.133,4
158.826,317.541,5
1.492,78.524,6
888.626,833.241,7
777.213,993.124,8
287.993,346.435,9
466.841,238.244,10
297.746,65.045,11
103.788,53.504,12
702.261,660.483,13
4.516,941.862,14
369.032,696.252,15
62.596,717.584,16
77.282,403.528,17
471.961,947.891,18
876.004,147.597,19
211.639,917.259,20
324.565,718.147,21
10.740,686.223,22
785.418,889.855,23
63.047,758.824,24
718.800,543.097,25
249.632,494.849,26
943.157,273.735,27
454.699,478.260,28
506.777,838.470,29
481.420,154.271,30
462.678,466.122,31
998.590,521.912,32
493.649,125.496,33
743.654,773.238,34
501.004,283.337,35
232.286,613.578,36
443.438,587.985,37
313.835,967.344,38
762.807,335.700,39
329.475,960.188,40
143.017,320.482,41
250.892,255.534,42
950.928,303.588,43
889.338,461.036,44
519.441,563.162,45
509.346,493.684,46
39.801,755.348,47
572.186,235.810,48
330.889,741.816,49
961.942,24.344,50
351.606,449.771,51
849.233,545.867,52
577.912,258.659,53
163.426,709.731,54
567.187,444.590,55
926.464,377.551,56
441.540,639.564,57
477.854,304.174,58
74.648,741.227,59
875.148,671.348,60
495.824,701.068,61
740.886,507.767,62
199.300,208.604,63
773.934,518.217,64
548.382,569.735,65
786.151,701.919,66
211.369,3.202,67
151.464,980.863,68
184.280,357.363,69
753.732,241.218,70
417.730,577.827,71
881.410,845.828,72
855.602,666.039,73
142.608,144.786,74
681.918,779.831,75
387.148,738.812,76
937.435,980.528,77
478.272,607.494,78
686.240,595.208,79
299.686,388.311,80
975.728,319.360,81
883.440,784.625,82
139.376,139.483,83
625.125,504.653,84
783.730,797.570,85
232.063,906.226,86
811.901,933.733,87
25.482,306.624,88
134.528,284.481,89
935.874,644.818,90
56.464,546.209,91
608.745,239.979,92
294.716,981.910,93
130.123,199.425,94
461.080,645.527,95
519.045,393.878,96
514.735,137.835,97
915.709,248.059,98
308.237,751.859,99
629.828,635.314,100
42.151,946.677,101
154.864,515.329,102
178.526,735.035,103
183.439,796.630,104
799.335,687.817,105
181.918,458.765,106
292.859,430.595,107
293.648,420.561,108
698.143,321.812,109
656.891,62.817,110
803.262,85.826,111
792.482,398.836,112
367.839,795.409,113
83.333,400.346,114
408.369,960.991,115
817.988,14.476,116
46.775,265.158,117
332.121,147.192,118
102.013,777.836,119
670.604,371.944,120
609.946,199.768,121
582.675,451.846,122
573.557,6.524,123
841.133,4.910,124
359.097,556.035,125
149.833,451.526,126
940.468,300.184,127
926.311,106.445,128
392.179,690.281,129
427.595,171.943,130
33.211,503.572,131
559.337,985.239,132
162.520,116.939,133
459.257,548.352,134
81.364,945.040,135
471.922,399.793,136
343.419,665.048,137
856.912,375.779,138
188.637,829.548,139
209.287,383.487,140
191.365,845.001,141
836.191,745.936,142
146.357,131.496,143
772.301,118.417,144
895.743,103.854,145
235.949,894.553,146
840.673,224.730,147
990.995,896.615,148
900.648,285.719,149
585.820,345.395,150
659.032,552.195,151
718.525,578.379,152
143.423,160.693,153
885.510,931.545,154
884.525,462.186,155
509.439,444.063,156
638.682,697.614,157
842.308,472.282,158
525.265,355.902,159
718.744,405.873,160
419.662,428.145,161
936.662,623.266,162
737.051,811.017,163
485.942,477.220,164
252.210,570.533,165
436.605,156.808,166
401.968,928.423,167
240.474,783.676,168
172.191,755.952,169
594.174,766.050,170
487.254,578.765,171
523.474,393.775,172
603.752,426.205,173
941.160,906.745,174
147.919,727.349,175
730.859,193.454,176
73.463,239.229,177
771.046,50.588,178
191.781,207.488,179
382.822,517.667,180
194.954,49.031,181
560.694,137.507,182
486.255,606.578,183
319.871,622.121,184
740.639,819.705,185
300.303,822.303,186
668.476,277.368,187
82.580,399.470,188
447.718,944.306,189
816.758,35.370,190
496.516,789.309,191
961.132,638.192,192
974.742,449.623,193
93.986,451.942,194
549.581,719.747,195
678.825,406.138,196
948.990,734.623,197
414.284,927.245,198
897.084,640.481,199
878.192,174.323,200
558.568,388.365,201
563.563,659.042,202
432.648,935.503,203
584.453,355.811,204
677.842,777.117,205
135.861,846.426,206
785.742,65.765,207
225.115,182.087,208
158.311,559.046,209
802.695,797.037,210
392.473,990.056,211
762.263,84.497,212
508.189,79.356,213
166.442,634.899,214
283.314,389.550,215
208.606,96.870,216
955.397,956.642,217
63.749,553.545,218
967.617,261.106,219
789.822,413.746,220
266.348,569.131,221
692.695,718.341,222
507.087,794.459,223
379.756,279.058,224
978.618,124.890,225
92.932,708.075,226
229.783,794.789,227
886.000,53.186,228
266.333,802.168,229
396.570,53.912,230
