x,y,target_id
256.215,191.676,0
850.607,30.047,1
745.739,164.344,2
106.925,494.440,3
44.143,841.678,4
157.970,317.535,5
2.389,79.312,6
888.626,833.729,7
777.218,992.223,8
287.304,345.474,9
467.736,238.808,10
297.746,65.044,11
103.789,53.501,12
701.517,661.049,13
3.606,941.858,14
368.089,695.459,15
63.345,717.583,16
77.284,404.158,17
471.017,947.886,18
876.509,146.999,19
211.005,918.063,20
323.986,718.145,21
10.742,686.221,22
785.424,890.389,23
63.049,759.474,24
718.802,542.601,25
249.632,495.764,26
943.910,274.516,27
455.287,479.195,28
506.160,839.088,29
481.421,153.583,30
462.140,466.720,31
998.592,521.257,32
493.651,125.493,33
744.340,773.237,34
500.439,283.333,35
232.291,613.572,36
443.438,587.338,37
313.839,966.566,38
763.608,335.697,39
329.478,960.180,40
143.018,319.985,41
249.971,256.232,42
950.429,304.134,43
889.340,461.033,44
519.443,564.047,45
509.350,492.926,46
40.370,755.343,47
571.580,235.804,48
330.889,741.816,49
961.942,25.184,50
351.612,449.764,51
849.861,545.281,52
578.562,258.654,53
163.433,709.232,54
566.342,445.437,55
927.152,377.550,56
442.174,639.559,57
477.854,304.173,58
74.649,742.109,59
875.152,671.344,60
496.516,701.065,61
740.345,507.761,62
199.300,208.096,63
773.939,517.369,64
547.892,570.538,65
786.879,701.914,66
210.870,2.562,67
152.099,980.199,68
184.844,358.266,69
754.465,241.218,70
417.734,578.670,71
880.574,845.823,72
856.478,666.035,73
142.610,143.887,74
682.859,779.058,75
387.640,739.341,76
937.436,979.986,77
478.275,608.274,78
686.245,595.200,79
299.687,387.516,80
974.854,318.424,81
884.212,783.703,82
140.123,139.478,83
625.125,504.648,84
783.023,796.843,85
232.063,905.713,86
812.832,933.729,87
25.485,306.025,88
133.915,283.568,89
935.874,643.894,90
55.862,545.249,91
608.745,240.708,92
294.723,982.693,93
130.123,199.422,94
461.926,646.218,95
519.046,393.367,96
515.445,137.827,97
915.143,248.055,98
307.320,751.859,99
629.829,634.694,100
42.152,946.674,101
154.122,514.599,102
178.528,735.027,103
183.439,796.628,104
799.336,687.255,105
182.707,459.684,106
292.342,429.799,107
293.648,419.763,108
698.144,321.810,109
656.410,62.813,110
803.264,86.423,111
791.729,398.309,112
