x,y,target_id
255.342,191.682,0
850.606,30.876,1
745.739,164.345,2
106.924,495.271,3
43.256,841.065,4
158.933,317.542,5
1.380,78.425,6
888.626,833.180,7
777.212,993.237,8
288.079,346.555,9
466.729,238.173,10
297.746,65.046,11
103.787,53.505,12
702.354,660.412,13
4.630,941.863,14
369.150,696.351,15
62.502,717.584,16
77.281,403.450,17
472.079,947.891,18
875.940,147.672,19
211.719,917.158,20
324.638,718.147,21
10.740,686.223,22
785.417,889.788,23
63.047,758.743,24
718.800,543.159,25
249.632,494.735,26
943.063,273.638,27
454.625,478.143,28
506.854,838.393,29
481.419,154.357,30
462.745,466.047,31
998.590,521.994,32
493.649,125.497,33
743.569,773.239,34
501.075,283.337,35
232.285,613.578,36
443.438,588.066,37
313.835,967.441,38
762.707,335.700,39
329.475,960.189,40
143.017,320.544,41
251.007,255.447,42
950.990,303.520,43
889.338,461.036,44
519.441,563.052,45
509.345,493.778,46
39.730,755.349,47
572.262,235.811,48
330.889,741.816,49
961.942,24.240,50
351.606,449.772,51
849.155,545.940,52
577.831,258.659,53
163.425,709.793,54
567.293,444.484,55
926.378,377.551,56
441.460,639.564,57
477.854,304.174,58
74.648,741.117,59
875.147,671.349,60
495.738,701.068,61
740.954,507.767,62
199.300,208.668,63
773.934,518.323,64
548.444,569.634,65
786.060,701.920,66
211.431,3.282,67
151.385,980.946,68
184.210,357.250,69
753.641,241.218,70
417.729,577.722,71
881.515,845.828,72
855.492,666.039,73
142.608,144.899,74
681.801,779.927,75
387.086,738.746,76
937.435,980.596,77
478.271,607.397,78
686.239,595.209,79
299.686,388.410,80
975.837,319.477,81
883.344,784.740,82
139.282,139.484,83
625.124,504.654,84
783.819,797.661,85
232.063,906.291,86
811.785,933.733,87
25.482,306.699,88
134.604,284.595,89
935.874,644.933,90
56.540,546.329,91
608.745,239.888,92
294.715,981.812,93
130.123,199.426,94
460.974,645.440,95
519.045,393.942,96
514.646,137.836,97
915.780,248.060,98
308.351,751.859,99
629.828,635.391,100
42.151,946.677,101
154.957,515.420,102
178.525,735.036,103
183.438,796.630,104
799.335,687.887,105
181.819,458.650,106
292.923,430.694,107
293.648,420.661,108
698.142,321.813,109
656.951,62.818,110
803.262,85.752,111
792.576,398.902,112
367.839,795.410,113
83.399,400.256,114
408.369,960.893,115
817.988,14.358,116
46.838,265.159,117
332.121,147.192,118
101.899,777.726,119
670.604,372.053,120
610.022,199.660,121
582.594,451.930,122
573.557,6.423,123
841.133,4.910,124
358.992,556.104,125
149.911,451.608,126
940.468,300.185,127
926.414,106.381,128
392.179,690.178,129
427.485,172.053,130
33.211,503.572,131
559.337,985.159,132
162.438,117.025,133
459.186,548.453,134
81.364,944.942,135
471.921,399.793,136
343.521,665.049,137
856.825,375.780,138
188.554,829.548,139
209.287,383.566,140
191.364,845.091,141
836.191,745.937,142
146.356,131.599,143
772.301,118.347,144
895.841,103.755,145
236.021,894.472,146
840.673,224.730,147
990.908,896.683,148
900.713,285.720,149
585.707,345.396,150
658.966,552.195,151
718.525,578.305,152
143.360,160.694,153
885.630,931.463,154
884.525,462.187,155
509.319,444.171,156
638.682,697.732,157
842.308,472.389,158
525.265,355.902,159
718.743,405.774,160
419.662,428.235,161
936.735,623.267,162
737.050,810.954,163
485.942,477.107,164
252.210,570.462,165
436.533,156.916,166
402.077,928.423,167
240.474,783.561,168
172.099,755.952,169
594.287,766.050,170
487.254,578.658,171
523.395,393.863,172
603.752,426.111,173
941.044,906.745,174
147.990,727.349,175
730.933,193.455,176
73.463,239.170,177
771.045,50.513,178
191.781,207.488,179
382.822,517.585,180
194.953,48.917,181
560.694,137.620,182
486.147,606.508,183
319.935,622.052,184
740.564,819.706,185
300.241,822.303,186
668.593,277.368,187
82.504,399.471,188
447.615,944.306,189
816.820,35.307,190
496.408,789.309,191
961.225,638.106,192
974.820,449.709,193
93.985,451.943,194
549.497,719.842,195
678.743,406.243,196
948.918,734.511,197
414.196,927.179,198
897.084,640.482,199
878.192,174.324,200
558.568,388.249,201
563.471,659.043,202
432.648,935.576,203
584.453,355.741,204
677.954,777.034,205
135.758,846.427,206
785.672,65.697,207
225.027,182.156,208
158.311,559.121,209
802.587,796.947,210
392.356,989.952,211
762.380,84.498,212
508.189,79.356,213
166.545,634.782,214
283.406,389.550,215
208.606,96.804,216
955.507,956.643,217
63.749,553.642,218
967.693,261.178,219
789.899,413.747,220
266.453,569.132,221
692.801,718.444,222
507.020,794.563,223
379.756,279.059,224
978.618,125.000,225
92.817,708.075,226
229.674,794.703,227
885.919,53.187,228
266.265,802.265,229
396.467,53.912,230
550.751,69.551,231
263.764,734.729,232
19.955,206.942,233
580.396,51.115,234
885.012,360.088,235
60.459,734.500,236
211.234,718.384,237
337.422,437.710,238
876.157,796.492,239
447.078,998.160,240
886.849,843.120,241
51.972,913.694,242
93.734,428.525,243
782.325,404.843,244
804.206,603.948,245
427.094,608.987,246
349.833,67.636,247
86.248,487.114,248
398.807,911.858,249
501.486,139.235,250
736.781,816.168,251
364.602,132.574,252
100.647,635.344,253
121.286,280.239,254
207.960,375.468,255
892.042,575.329,256
900.085,446.325,257
966.759,135.609,258
417.541,993.796,259
322.100,296.718,260
989.875,336.566,261
905.505,797.476,262
678.199,871.238,263
945.728,127.168,264
311.863,576.582,265
962.122,309.531,266
647.332,416.507,267
34.753,324.423,268
3.865,134.796,269
193.241,63.752,270
499.761,626.595,271
366.124,592.592,272
963.486,251.344,273
980.359,282.806,274
756.495,663.121,275
82.515,859.753,276
21.895,719.991,277
981.030,34.212,278
635.896,69.083,279
892.611,455.693,280
481.666,262.802,281
828.001,592.224,282
902.315,478.122,283
336.635,284.355,284
805.394,318.256,285
667.618,661.267,286
322.683,901.296,287
580.001,999.000,288
601.027,839.469,289
523.390,346.957,290
800.401,934.718,291
739.515,254.085,292
88.910,458.749,293
452.099,178.521,294
319.617,342.228,295
441.254,99.487,296
392.360,462.958,297
200.372,160.391,298
519.252,658.462,299
133.018,626.402,300
262.657,326.948,301
431.943,445.595,302
176.711,201.177,303
156.252,569.225,304
230.193,859.252,305
880.315,773.883,306
831.482,76.258,307
411.947,97.496,308
277.169,100.047,309
441.035,133.081,310
185.438,595.363,311
137.167,195.004,312
807.423,921.531,313
317.035,22.347,314
622.114,649.094,315
801.158,607.621,316
509.947,592.066,317
62.904,587.807,318
306.355,476.272,319
632.805,684.809,320
878.271,832.614,321
980.125,778.029,322
476.764,459.636,323
182.226,309.742,324
921.646,432.454,325
310.892,786.179,326
526.411,281.387,327
39.024,183.268,328
490.846,417.477,329
731.561,134.050,330
607.658,979.976,331
416.768,474.093,332
826.879,856.890,333
18.708,733.822,334
654.994,924.066,335
886.478,442.360,336
175.249,920.091,337
818.272,746.661,338
